IsCanceled,Adults,Children,Country,IsRepeatedGuest,CustomerType,ADR,hotel,book_id,ArrivalDate
0,2,0,PRT,0,Transient-Party,305,Resort,RTransient-Party2016December30-31,12/30/2016
0,2,0,PRT,0,Transient-Party,114,Resort,RTransient-Party2016December30-56,12/30/2016
0,2,0,PRT,0,Transient-Party,114,Resort,RTransient-Party2016December30-66,12/30/2016
0,2,0,PRT,0,Transient,0,Resort,RTransient2017January4-14,1/4/2017
0,1,0,PRT,1,Transient,77,Resort,RTransient2017March20-6,3/20/2017
0,2,0,PRT,0,Transient,64,Resort,RTransient2017January4-16,1/4/2017
0,2,0,FRA,0,Transient,37.8,Resort,RTransient2017January5-12,1/5/2017
0,2,0,PRT,0,Transient,44,Resort,RTransient2017January6-7,1/6/2017
0,2,2,USA,0,Transient,215.25,Resort,RTransient2016December30-66,12/30/2016
0,2,0,ESP,0,Transient-Party,80.4,Resort,RTransient-Party2017January6-10,1/6/2017
0,2,1,PRT,0,Transient-Party,100,Resort,RTransient-Party2017January6-13,1/6/2017
0,2,0,ESP,0,Transient,34,Resort,RTransient2017January8-14,1/8/2017
0,2,0,FRA,0,Transient,48,Resort,RTransient2017January8-23,1/8/2017
0,2,0,PRT,0,Transient-Party,34,Resort,RTransient-Party2017January10-5,1/10/2017
0,2,0,GBR,0,Transient-Party,44.64,Resort,RTransient-Party2017January7-8,1/7/2017
0,1,0,PRT,0,Transient-Party,68,Resort,RTransient-Party2017January14-1,1/14/2017
0,2,0,PRT,0,Transient-Party,100,Resort,RTransient-Party2017January14-15,1/14/2017
0,1,0,PRT,0,Transient,35,Resort,RTransient2017January17-13,1/17/2017
0,2,0,ESP,0,Transient,65,Resort,RTransient2017January17-15,1/17/2017
0,1,0,PRT,0,Transient-Party,55,Resort,RTransient-Party2017January16-33,1/16/2017
0,1,0,PRT,0,Transient-Party,55,Resort,RTransient-Party2017January16-64,1/16/2017
0,2,0,FRA,0,Transient,77,Resort,RTransient2017January19-19,1/19/2017
0,1,0,PRT,0,Transient,30,Resort,RTransient2017January24-22,1/24/2017
0,1,0,PRT,0,Transient-Party,35,Resort,RTransient-Party2017January25-7,1/25/2017
0,2,0,PRT,0,Transient,48,Resort,RTransient2017January26-16,1/26/2017
0,2,0,IRL,0,Transient,41,Resort,RTransient2017January27-21,1/27/2017
0,2,0,PRT,0,Transient-Party,36,Resort,RTransient-Party2017January28-3,1/28/2017
0,2,0,ITA,1,Transient-Party,45,Resort,RTransient-Party2017January29-7,1/29/2017
0,2,0,ESP,0,Transient,48,Resort,RTransient2017January28-36,1/28/2017
0,1,0,DEU,0,Transient,40.11,Resort,RTransient2017January31-23,1/31/2017
0,2,0,BEL,0,Transient,55.8,Resort,RTransient2017January31-28,1/31/2017
0,2,0,ESP,0,Transient-Party,80,Resort,RTransient-Party2017February3-7,2/3/2017
0,2,0,CHN,0,Transient-Party,63.65,Resort,RTransient-Party2017February4-18,2/4/2017
0,1,0,PRT,0,Transient-Party,30,Resort,RTransient-Party2017February7-2,2/7/2017
0,2,0,PRT,0,Transient,47,Resort,RTransient2017February6-24,2/6/2017
0,2,0,PRT,0,Transient-Party,90,Resort,RTransient-Party2017February6-19,2/6/2017
0,2,0,PRT,0,Transient,60,Resort,RTransient2017February7-19,2/7/2017
0,2,0,PRT,0,Transient,38.4,Resort,RTransient2017February8-19,2/8/2017
0,1,0,GBR,0,Transient,58.4,Resort,RTransient2017February6-26,2/6/2017
0,1,0,PRT,0,Transient,35,Resort,RTransient2017February7-25,2/7/2017
0,2,0,PRT,0,Transient,35.11,Resort,RTransient2017February11-27,2/11/2017
0,2,0,PRT,0,Transient,80,Resort,RTransient2017February10-72,2/10/2017
0,2,0,PRT,0,Transient,55,Resort,RTransient2017February10-74,2/10/2017
0,2,0,FRA,0,Transient-Party,68,Resort,RTransient-Party2017February8-6,2/8/2017
0,2,0,PRT,1,Transient,8,Resort,RTransient2017February17-22,2/17/2017
0,2,0,PRT,0,Transient,97.6,Resort,RTransient2017February12-25,2/12/2017
0,2,0,GBR,0,Transient-Party,62,Resort,RTransient-Party2017February13-10,2/13/2017
0,2,0,GBR,0,Transient-Party,62,Resort,RTransient-Party2017February13-14,2/13/2017
0,3,1,NLD,0,Transient,93,Resort,RTransient2017February17-29,2/17/2017
0,2,0,GBR,0,Transient,60,Resort,RTransient2017February17-42,2/17/2017
0,2,0,GBR,0,Transient,64.7,Resort,RTransient2017February20-33,2/20/2017
0,2,0,GBR,0,Transient,42.97,Resort,RTransient2017February20-35,2/20/2017
0,1,0,ITA,0,Transient-Party,42,Resort,RTransient-Party2017February19-19,2/19/2017
0,2,0,PRT,1,Transient,0,Resort,RTransient2017August31-13,8/31/2017
0,2,0,ESP,0,Transient-Party,60,Resort,RTransient-Party2017February23-31,2/23/2017
0,3,0,GBR,0,Transient-Party,58,Resort,RTransient-Party2017February22-38,2/22/2017
0,2,0,PRT,0,Transient,43.2,Resort,RTransient2017February26-22,2/26/2017
0,2,1,PRT,0,Transient,82.33,Resort,RTransient2017February25-62,2/25/2017
0,2,0,ESP,0,Transient,52,Resort,RTransient2017February25-69,2/25/2017
0,2,0,DEU,0,Transient,65,Resort,RTransient2017February22-32,2/22/2017
0,2,0,FIN,0,Transient,49.74,Resort,RTransient2017February28-34,2/28/2017
0,2,0,IND,0,Transient,62,Resort,RTransient2017February26-35,2/26/2017
0,2,2,GBR,0,Transient,74,Resort,RTransient2017February27-20,2/27/2017
0,1,0,DEU,0,Transient-Party,68,Resort,RTransient-Party2017March2-7,3/2/2017
0,2,0,PRT,0,Transient,75,Resort,RTransient2017March4-13,3/4/2017
0,2,0,BEL,0,Transient-Party,37,Resort,RTransient-Party2017March2-66,3/2/2017
0,2,0,NOR,0,Transient,45,Resort,RTransient2017February15-28,2/15/2017
0,1,0,PRT,0,Transient,45,Resort,RTransient2017March7-19,3/7/2017
0,2,0,DEU,0,Transient-Party,73,Resort,RTransient-Party2017March5-30,3/5/2017
0,2,0,PRT,0,Transient,90,Resort,RTransient2017March11-12,3/11/2017
0,2,0,CHN,0,Transient-Party,50,Resort,RTransient-Party2017March13-6,3/13/2017
0,2,0,CHN,0,Transient-Party,50,Resort,RTransient-Party2017March13-7,3/13/2017
0,2,0,CHN,0,Transient-Party,50,Resort,RTransient-Party2017March13-19,3/13/2017
0,2,0,CHN,0,Transient,50,Resort,RTransient2017March13-16,3/13/2017
0,1,0,PRT,0,Transient,32,Resort,RTransient2017March14-18,3/14/2017
0,2,0,ESP,0,Transient,63,Resort,RTransient2017March14-22,3/14/2017
0,2,0,BRA,0,Transient,105.25,Resort,RTransient2017March13-31,3/13/2017
0,2,0,PRT,0,Transient-Party,64,Resort,RTransient-Party2017March11-30,3/11/2017
0,2,0,ESP,0,Group,79,Resort,RGroup2017March18-2,3/18/2017
0,2,0,CN,0,Transient,47,Resort,RTransient2017March8-18,3/8/2017
0,1,0,PRT,0,Transient,0,Resort,RTransient2017March21-6,3/21/2017
0,2,0,DEU,0,Transient-Party,34,Resort,RTransient-Party2017March19-25,3/19/2017
0,1,0,ESP,0,Transient,55,Resort,RTransient2017March29-26,3/29/2017
0,2,0,GBR,0,Transient,80,Resort,RTransient2017March28-25,3/28/2017
0,1,0,IRL,0,Transient,42,Resort,RTransient2017March31-49,3/31/2017
0,1,0,PRT,0,Transient-Party,61.6,Resort,RTransient-Party2017April4-3,4/4/2017
0,1,0,PRT,0,Transient,45,Resort,RTransient2017April4-10,4/4/2017
0,1,0,PRT,0,Transient-Party,90,Resort,RTransient-Party2017March30-9,3/30/2017
0,1,0,GBR,0,Transient-Party,42,Resort,RTransient-Party2017April5-15,4/5/2017
0,1,0,GBR,0,Transient-Party,43.75,Resort,RTransient-Party2017April5-17,4/5/2017
0,2,0,GBR,0,Transient-Party,60,Resort,RTransient-Party2017April5-59,4/5/2017
0,1,0,GBR,0,Transient,35.34,Resort,RTransient2017April5-21,4/5/2017
0,2,0,CHN,0,Transient,75,Resort,RTransient2017April8-37,4/8/2017
0,2,0,GBR,0,Transient-Party,0.26,Resort,RTransient-Party2017March5-61,3/5/2017
0,2,0,GBR,0,Transient-Party,105,Resort,RTransient-Party2017April11-8,4/11/2017
0,2,0,ESP,0,Transient,97,Resort,RTransient2017April10-30,4/10/2017
0,2,0,DEU,0,Transient-Party,82,Resort,RTransient-Party2017April8-24,4/8/2017
0,2,2,HUN,0,Transient,148.57,Resort,RTransient2017April8-47,4/8/2017
0,2,0,FIN,0,Transient,115,Resort,RTransient2017April16-27,4/16/2017
0,1,0,PRT,0,Transient-Party,45,Resort,RTransient-Party2017April18-2,4/18/2017
0,2,0,PRT,0,Transient,108,Resort,RTransient2017April17-42,4/17/2017
0,2,0,GBR,0,Transient-Party,99,Resort,RTransient-Party2017April20-6,4/20/2017
0,2,0,GBR,0,Contract,50.85,Resort,RContract2017April15-3,4/15/2017
0,1,0,PRT,0,Transient,72,Resort,RTransient2017April24-8,4/24/2017
0,2,0,GBR,0,Contract,42.95,Resort,RContract2017April18-2,4/18/2017
0,1,0,ITA,0,Transient-Party,85,Resort,RTransient-Party2017April17-11,4/17/2017
0,2,0,AUT,0,Transient-Party,90,Resort,RTransient-Party2017April25-10,4/25/2017
0,2,0,AUT,0,Transient-Party,90,Resort,RTransient-Party2017April25-11,4/25/2017
0,2,0,AUT,0,Transient-Party,90,Resort,RTransient-Party2017April25-25,4/25/2017
0,2,0,DEU,0,Transient-Party,93,Resort,RTransient-Party2017April23-13,4/23/2017
0,2,0,SWE,0,Transient,131,Resort,RTransient2017April20-20,4/20/2017
0,1,0,SWE,0,Transient-Party,73.71,Resort,RTransient-Party2017April22-55,4/22/2017
0,2,0,GBR,0,Transient-Party,113,Resort,RTransient-Party2017April27-6,4/27/2017
0,2,0,GBR,0,Transient,93.29,Resort,RTransient2017April27-29,4/27/2017
0,2,0,PRT,0,Transient,88.2,Resort,RTransient2017April28-30,4/28/2017
0,2,0,FRA,0,Transient,152.33,Resort,RTransient2017April28-39,4/28/2017
0,2,0,BRA,0,Transient-Party,62,Resort,RTransient-Party2017May4-11,5/4/2017
0,2,0,PRT,0,Transient,62,Resort,RTransient2017May4-33,5/4/2017
0,2,0,IRL,0,Transient,50,Resort,RTransient2017April30-35,4/30/2017
0,2,0,GBR,0,Contract,40.95,Resort,RContract2017April30-7,4/30/2017
0,1,0,GBR,0,Transient-Party,54.71,Resort,RTransient-Party2017April30-27,4/30/2017
0,2,0,FRA,0,Transient,105,Resort,RTransient2017May8-22,5/8/2017
0,2,0,GBR,0,Transient-Party,81,Resort,RTransient-Party2017May9-43,5/9/2017
0,2,0,GBR,0,Contract,40.95,Resort,RContract2017May4-8,5/4/2017
0,2,0,GBR,0,Transient,81,Resort,RTransient2017May5-56,5/5/2017
0,1,0,IRL,0,Transient-Party,60,Resort,RTransient-Party2017May8-30,5/8/2017
0,2,0,GBR,0,Transient,89,Resort,RTransient2017May14-24,5/14/2017
0,2,0,GBR,0,Contract,72.95,Resort,RContract2017May11-5,5/11/2017
0,2,0,ESP,0,Transient,127,Resort,RTransient2017May20-24,5/20/2017
0,1,0,GBR,0,Transient,36.2,Resort,RTransient2017May16-21,5/16/2017
0,2,0,GBR,0,Contract,52.85,Resort,RContract2017May16-2,5/16/2017
0,2,0,PRT,0,Transient-Party,60,Resort,RTransient-Party2017May22-11,5/22/2017
0,2,0,FRA,0,Transient,101.28,Resort,RTransient2017May18-22,5/18/2017
0,2,0,GBR,0,Contract,40.95,Resort,RContract2017May15-6,5/15/2017
0,2,1,IND,0,Transient,176,Resort,RTransient2017May21-20,5/21/2017
0,2,0,CN,0,Transient-Party,85,Resort,RTransient-Party2017May23-6,5/23/2017
0,2,0,GBR,0,Transient,130,Resort,RTransient2017May26-18,5/26/2017
0,2,0,GBR,0,Transient-Party,55,Resort,RTransient-Party2017May25-49,5/25/2017
0,2,1,IND,0,Transient,137.9,Resort,RTransient2017May25-43,5/25/2017
0,2,0,GBR,0,Transient,92,Resort,RTransient2017May28-39,5/28/2017
0,2,0,IRL,0,Transient,112.5,Resort,RTransient2017May26-26,5/26/2017
1,2,0,PRT,0,Transient,68.95,Resort,RTransient2017May31-35,5/31/2017
0,2,0,GBR,0,Transient-Party,59.71,Resort,RTransient-Party2017May25-74,5/25/2017
0,2,0,CN,0,Transient,63,Resort,RTransient2017May28-62,5/28/2017
0,2,0,GBR,0,Transient,68,Resort,RTransient2017May25-50,5/25/2017
0,2,0,GBR,0,Transient,66,Resort,RTransient2017May25-52,5/25/2017
0,3,0,CN,0,Transient,92.55,Resort,RTransient2017May28-76,5/28/2017
0,2,0,GBR,0,Transient,115,Resort,RTransient2017May29-25,5/29/2017
0,2,0,ESP,0,Transient,97,Resort,RTransient2017June2-45,6/2/2017
0,2,2,IRL,0,Transient,153,Resort,RTransient2017June2-48,6/2/2017
0,2,0,USA,0,Transient,137,Resort,RTransient2017June2-51,6/2/2017
0,2,0,GBR,0,Transient,118.7,Resort,RTransient2017May28-84,5/28/2017
0,1,0,GBR,0,Transient,113,Resort,RTransient2017June1-55,6/1/2017
0,2,2,GBR,0,Transient,215.5,Resort,RTransient2017May28-88,5/28/2017
0,1,2,GBR,0,Transient,83.7,Resort,RTransient2017May31-53,5/31/2017
0,2,0,RUS,0,Transient,157,Resort,RTransient2017June1-61,6/1/2017
0,2,0,PRT,0,Contract,98.4,Resort,RContract2017June2-2,6/2/2017
0,1,0,PRT,0,Transient,75,Resort,RTransient2017June8-37,6/8/2017
0,2,0,IRL,0,Transient,125,Resort,RTransient2017June2-73,6/2/2017
0,2,0,IRL,0,Transient,74.25,Resort,RTransient2017June6-25,6/6/2017
0,3,0,IRL,0,Transient,142.5,Resort,RTransient2017June6-26,6/6/2017
0,2,0,IRL,0,Transient,74.25,Resort,RTransient2017June3-70,6/3/2017
0,2,0,IRL,0,Transient-Party,172,Resort,RTransient-Party2017June3-12,6/3/2017
0,2,0,PRT,0,Transient,130,Resort,RTransient2017June10-25,6/10/2017
0,2,0,ARG,0,Transient,153.5,Resort,RTransient2017June9-35,6/9/2017
0,2,0,PRT,0,Transient,170,Resort,RTransient2017June9-38,6/9/2017
0,2,0,ITA,0,Transient,106.4,Resort,RTransient2017June14-28,6/14/2017
0,1,0,PRT,0,Transient,0,Resort,RTransient2017June15-30,6/15/2017
0,2,0,PRT,0,Transient,135,Resort,RTransient2017June16-31,6/16/2017
0,2,0,PRT,0,Transient,205.67,Resort,RTransient2017June15-34,6/15/2017
0,2,0,FIN,0,Transient,115,Resort,RTransient2017June18-29,6/18/2017
0,2,0,GBR,0,Transient,100.71,Resort,RTransient2017June14-42,6/14/2017
0,2,0,SWE,0,Transient,129,Resort,RTransient2017June21-17,6/21/2017
0,2,0,GBR,0,Transient,61.2,Resort,RTransient2017June10-52,6/10/2017
0,2,0,GBR,0,Transient,113.7,Resort,RTransient2017June16-47,6/16/2017
0,2,0,PRT,0,Transient,128.25,Resort,RTransient2017June23-25,6/23/2017
0,2,0,IRL,0,Transient,91.85,Resort,RTransient2017June13-38,6/13/2017
0,2,0,GBR,0,Transient,140,Resort,RTransient2017June22-39,6/22/2017
0,1,0,PRT,0,Transient-Party,120,Resort,RTransient-Party2017June29-1,6/29/2017
0,1,0,PRT,0,Transient,112.4,Resort,RTransient2017June30-27,6/30/2017
0,3,0,CN,0,Transient,166,Resort,RTransient2017June28-16,6/28/2017
0,2,0,GBR,0,Transient,108.97,Resort,RTransient2017June22-48,6/22/2017
0,2,0,GBR,0,Contract,100.2,Resort,RContract2017June23-6,6/23/2017
0,2,0,GBR,0,Contract,84.8,Resort,RContract2017June30-2,6/30/2017
0,2,0,ESP,0,Transient,216,Resort,RTransient2017July5-21,7/5/2017
0,2,0,PRT,0,Transient,110.94,Resort,RTransient2017June27-24,6/27/2017
0,2,0,GBR,0,Transient,101,Resort,RTransient2017July1-62,7/1/2017
0,2,0,PRT,0,Transient,115.68,Resort,RTransient2017July3-44,7/3/2017
0,2,0,PRT,0,Transient,123.6,Resort,RTransient2017July7-15,7/7/2017
0,3,0,IRL,0,Transient,193,Resort,RTransient2017July4-24,7/4/2017
0,3,1,PRT,0,Transient,257.6,Resort,RTransient2017July3-48,7/3/2017
0,2,0,ESP,0,Transient,199,Resort,RTransient2017July7-20,7/7/2017
0,2,0,IRL,0,Transient,135.9,Resort,RTransient2017July6-33,7/6/2017
0,2,0,TWN,0,Transient-Party,160,Resort,RTransient-Party2017July9-9,7/9/2017
0,2,2,NGA,0,Transient,260,Resort,RTransient2017July8-28,7/8/2017
0,1,0,PRT,0,Transient-Party,142,Resort,RTransient-Party2017July11-2,7/11/2017
0,2,1,FRA,0,Transient,154,Resort,RTransient2017July11-35,7/11/2017
0,2,0,IRL,0,Transient,139.78,Resort,RTransient2017July5-35,7/5/2017
0,2,0,PRT,0,Transient,140,Resort,RTransient2017July4-43,7/4/2017
0,2,2,PRT,0,Transient,230,Resort,RTransient2017July15-40,7/15/2017
0,2,0,GBR,0,Contract,107.71,Resort,RContract2017July10-3,7/10/2017
0,3,0,USA,0,Transient,160,Resort,RTransient2017July16-27,7/16/2017
0,1,1,PRT,0,Transient,224.16,Resort,RTransient2017July12-43,7/12/2017
0,2,0,CN,0,Transient,157.2,Resort,RTransient2017July18-22,7/18/2017
0,2,0,CN,0,Transient,118,Resort,RTransient2017July16-34,7/16/2017
0,2,0,UKR,0,Transient,130.05,Resort,RTransient2017July11-58,7/11/2017
0,2,0,PRT,0,Transient,171.69,Resort,RTransient2017July14-47,7/14/2017
0,2,0,SWE,0,Transient,137,Resort,RTransient2017July17-51,7/17/2017
0,2,0,ESP,0,Transient,220,Resort,RTransient2017July19-27,7/19/2017
0,2,2,PRT,0,Transient,248.33,Resort,RTransient2017July25-18,7/25/2017
0,2,0,CN,0,Transient,242,Resort,RTransient2017July24-44,7/24/2017
0,3,0,PRT,0,Transient,253.54,Resort,RTransient2017July25-24,7/25/2017
0,3,0,PRT,0,Transient,144,Resort,RTransient2017July23-40,7/23/2017
0,2,0,FRA,0,Transient,171,Resort,RTransient2017July16-53,7/16/2017
0,2,1,IRL,0,Transient,127.28,Resort,RTransient2017July25-31,7/25/2017
0,2,0,FRA,0,Transient,230,Resort,RTransient2017August2-19,8/2/2017
0,2,1,GBR,0,Transient,196.92,Resort,RTransient2017July30-32,7/30/2017
0,3,1,TUR,0,Transient,315,Resort,RTransient2017August4-33,8/4/2017
0,1,2,ESP,0,Transient,339.4,Resort,RTransient2017July31-53,7/31/2017
0,2,0,ESP,0,Transient,195.5,Resort,RTransient2017July30-46,7/30/2017
0,2,0,PRT,0,Transient,205,Resort,RTransient2017August10-19,8/10/2017
0,2,0,PRT,0,Transient,254.31,Resort,RTransient2017August6-53,8/6/2017
0,2,0,PRT,0,Transient,240,Resort,RTransient2017August10-24,8/10/2017
0,2,0,FRA,0,Transient,169,Resort,RTransient2017August3-43,8/3/2017
0,2,0,ESP,0,Transient,230,Resort,RTransient2017August8-28,8/8/2017
0,2,0,GBR,0,Contract,135,Resort,RContract2017August11-3,8/11/2017
0,2,0,CN,0,Transient,162,Resort,RTransient2017August9-20,8/9/2017
0,2,0,PRT,0,Transient,210,Resort,RTransient2017August13-30,8/13/2017
0,2,0,GBR,0,Contract,165,Resort,RContract2017August11-5,8/11/2017
0,2,0,GBR,0,Group,125.1,Resort,RGroup2017August7-3,8/7/2017
0,2,0,CHE,0,Transient,162.3,Resort,RTransient2017August13-38,8/13/2017
0,2,0,PRT,0,Transient-Party,217.1,Resort,RTransient-Party2017August12-1,8/12/2017
0,2,2,GEO,0,Transient,169.37,Resort,RTransient2017August7-68,8/7/2017
0,2,0,DEU,0,Transient-Party,151,Resort,RTransient-Party2017August19-8,8/19/2017
0,3,1,ESP,0,Transient,402,Resort,RTransient2017August17-63,8/17/2017
0,2,0,ESP,0,Transient,272.5,Resort,RTransient2017August16-34,8/16/2017
0,2,0,PRT,0,Transient-Party,198.17,Resort,RTransient-Party2017August19-11,8/19/2017
0,2,0,PRT,0,Transient,143.73,Resort,RTransient2017August20-46,8/20/2017
0,2,0,IRL,0,Contract,116.5,Resort,RContract2017August21-3,8/21/2017
0,2,0,PRT,0,Transient-Party,128.7,Resort,RTransient-Party2017August27-6,8/27/2017
0,2,0,USA,0,Transient,182,Resort,RTransient2017August26-33,8/26/2017
0,2,1,PRT,0,Transient,330.57,Resort,RTransient2017August22-31,8/22/2017
0,2,1,PRT,0,Transient,207.5,Resort,RTransient2017August20-51,8/20/2017
0,2,2,PRT,0,Transient,344.67,Resort,RTransient2017August27-31,8/27/2017
0,2,0,GBR,0,Contract,146.5,Resort,RContract2017August24-6,8/24/2017
0,2,0,CHE,0,Transient,241.75,Resort,RTransient2017August22-34,8/22/2017
0,2,0,PRT,0,Transient,205.7,Resort,RTransient2017August28-58,8/28/2017
0,2,0,GBR,0,Contract,148,Resort,RContract2017August27-1,8/27/2017
1,2,0,PRT,0,Transient-Party,45,City,CTransient-Party2015July7-6,7/7/2015
1,2,0,PRT,0,Transient,76.5,City,CTransient2015July8-1,7/8/2015
1,2,0,PRT,0,Transient,76.5,City,CTransient2015July11-9,7/11/2015
0,2,0,PRT,0,Transient-Party,75,City,CTransient-Party2015July18-12,7/18/2015
0,2,0,PRT,0,Transient-Party,62,City,CTransient-Party2015July22-29,7/22/2015
0,2,0,PRT,0,Transient-Party,90,City,CTransient-Party2015July23-17,7/23/2015
0,2,0,PRT,0,Transient,0,City,CTransient2015July24-2,7/24/2015
1,2,0,ITA,0,Transient-Party,94.5,City,CTransient-Party2015July25-8,7/25/2015
0,2,0,PRT,0,Transient-Party,86,City,CTransient-Party2015July25-27,7/25/2015
1,2,0,PRT,0,Transient,58.9,City,CTransient2015July26-5,7/26/2015
0,2,0,PRT,0,Transient-Party,62,City,CTransient-Party2015July27-16,7/27/2015
1,2,0,PRT,0,Transient-Party,62,City,CTransient-Party2015July27-19,7/27/2015
0,2,0,DEU,0,Transient,88.4,City,CTransient2015July28-8,7/28/2015
1,2,0,ITA,0,Transient-Party,94.5,City,CTransient-Party2015August1-17,8/1/2015
1,2,0,PRT,0,Transient-Party,62,City,CTransient-Party2015August3-15,8/3/2015
0,3,0,ESP,0,Transient,84,City,CTransient2015August5-1,8/5/2015
1,1,0,RUS,0,Transient-Party,6,City,CTransient-Party2015August5-6,8/5/2015
1,2,0,PRT,0,Transient-Party,62,City,CTransient-Party2015August5-21,8/5/2015
0,1,0,RUS,0,Transient-Party,60,City,CTransient-Party2015August5-34,8/5/2015
0,2,0,RUS,0,Transient-Party,65,City,CTransient-Party2015August5-43,8/5/2015
0,2,0,RUS,0,Transient-Party,65,City,CTransient-Party2015August5-46,8/5/2015
0,3,0,ESP,0,Transient-Party,84,City,CTransient-Party2015August5-72,8/5/2015
0,1,0,CHN,0,Transient,81,City,CTransient2015August6-3,8/6/2015
0,2,0,PRT,0,Contract,81,City,CContract2015August6-3,8/6/2015
0,2,0,PRT,0,Transient,0,City,CTransient2015August6-6,8/6/2015
0,1,0,PRT,0,Transient,60,City,CTransient2015August7-8,8/7/2015
0,2,0,PRT,0,Contract,90,City,CContract2015August7-9,8/7/2015
0,2,0,BRA,0,Transient,100,City,CTransient2015August8-11,8/8/2015
0,2,0,FRA,0,Contract,124,City,CContract2015August11-6,8/11/2015
1,2,0,PRT,0,Transient,76.5,City,CTransient2015August11-28,8/11/2015
0,1,0,PRT,0,Transient-Party,88,City,CTransient-Party2015August11-9,8/11/2015
0,2,0,DEU,0,Transient,75,City,CTransient2015August12-6,8/12/2015
0,2,0,PRT,0,Transient-Party,62,City,CTransient-Party2015August12-19,8/12/2015
0,1,0,PRT,0,Transient-Party,87,City,CTransient-Party2015August14-6,8/14/2015
1,2,0,PRT,0,Transient-Party,101.5,City,CTransient-Party2015August14-51,8/14/2015
0,1,0,PRT,0,Transient-Party,87,City,CTransient-Party2015August14-61,8/14/2015
1,2,0,PRT,0,Transient-Party,101.5,City,CTransient-Party2015August14-107,8/14/2015
0,2,0,PRT,0,Transient-Party,109,City,CTransient-Party2015August14-150,8/14/2015
0,2,0,FRA,0,Transient,75,City,CTransient2015August14-10,8/14/2015
0,2,0,NLD,0,Transient,75,City,CTransient2015August15-7,8/15/2015
1,2,0,ITA,0,Transient-Party,94.5,City,CTransient-Party2015August15-52,8/15/2015
0,3,0,ITA,0,Transient-Party,138.5,City,CTransient-Party2015August15-55,8/15/2015
0,2,0,PRT,0,Transient,124,City,CTransient2015August16-8,8/16/2015
1,2,0,PRT,0,Transient,130,City,CTransient2015August17-19,8/17/2015
1,2,0,PRT,0,Transient,119,City,CTransient2015August17-24,8/17/2015
0,1,0,DEU,0,Transient-Party,100,City,CTransient-Party2015August18-2,8/18/2015
0,2,0,BEL,0,Transient,79,City,CTransient2015August19-1,8/19/2015
0,1,0,PRT,0,Transient,67,City,CTransient2015August19-13,8/19/2015
0,2,2,ESP,0,Transient,153,City,CTransient2015August20-11,8/20/2015
0,2,0,PRT,0,Transient,106.5,City,CTransient2015August20-15,8/20/2015
1,2,0,PRT,0,Transient,124,City,CTransient2015August21-9,8/21/2015
0,2,2,PRT,0,Transient,130,City,CTransient2015August22-6,8/22/2015
0,1,0,ITA,0,Transient-Party,36.25,City,CTransient-Party2015August22-30,8/22/2015
0,2,0,ESP,0,Contract,153,City,CContract2015August24-1,8/24/2015
0,2,0,ESP,0,Transient-Party,62,City,CTransient-Party2015August24-9,8/24/2015
0,2,0,ESP,0,Transient-Party,62,City,CTransient-Party2015August24-27,8/24/2015
0,2,0,FRA,0,Contract,90,City,CContract2015August24-4,8/24/2015
0,1,0,PRT,0,Transient,67,City,CTransient2015August24-7,8/24/2015
0,2,0,ESP,0,Transient,62,City,CTransient2015August25-2,8/25/2015
0,1,0,ESP,0,Transient-Party,60,City,CTransient-Party2015August26-7,8/26/2015
0,1,0,ESP,0,Transient-Party,60,City,CTransient-Party2015August26-27,8/26/2015
1,2,0,ESP,0,Transient,90,City,CTransient2015August30-7,8/30/2015
0,2,0,PRT,0,Transient,85,City,CTransient2015August31-1,8/31/2015
1,2,0,PRT,0,Transient-Party,90,City,CTransient-Party2015August31-2,8/31/2015
0,2,0,ESP,0,Transient,85,City,CTransient2015August31-23,8/31/2015
0,2,0,ESP,0,Transient,89,City,CTransient2015September1-6,9/1/2015
0,2,0,FRA,0,Transient,76.81,City,CTransient2015September1-10,9/1/2015
0,1,0,SWE,0,Contract,95,City,CContract2015September3-7,9/3/2015
0,2,0,PRT,0,Contract,117.67,City,CContract2015September3-20,9/3/2015
1,2,0,PRT,0,Transient-Party,116,City,CTransient-Party2015September4-27,9/4/2015
0,1,0,PRT,0,Transient,75,City,CTransient2015September5-5,9/5/2015
0,2,0,CHE,0,Transient,105,City,CTransient2015September5-43,9/5/2015
0,3,0,ESP,0,Transient-Party,84,City,CTransient-Party2015September5-20,9/5/2015
0,2,0,ESP,0,Transient-Party,62,City,CTransient-Party2015September5-44,9/5/2015
0,2,0,PRT,0,Transient-Party,75,City,CTransient-Party2015September6-12,9/6/2015
1,2,0,PRT,0,Transient-Party,75,City,CTransient-Party2015September6-42,9/6/2015
0,2,0,FRA,0,Transient-Party,75,City,CTransient-Party2015September6-44,9/6/2015
0,2,0,FRA,0,Transient-Party,75,City,CTransient-Party2015September6-68,9/6/2015
1,2,0,PRT,0,Transient,116.04,City,CTransient2015September7-30,9/7/2015
0,2,0,PRT,0,Transient,114,City,CTransient2015September8-29,9/8/2015
0,3,0,PRT,0,Transient-Party,84,City,CTransient-Party2015September9-2,9/9/2015
0,2,0,BRA,0,Transient,115,City,CTransient2015September9-8,9/9/2015
0,2,0,PRT,0,Transient-Party,62,City,CTransient-Party2015September9-30,9/9/2015
0,2,0,FRA,0,Transient-Party,100,City,CTransient-Party2015September9-34,9/9/2015
